Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,Age,NationalID,Occupation,Company,BloodType,Pounds,Kilograms,FeetInches,Centimeters
4991,female,American,Mrs.,Irene,B,Chavez,"2115 Hillview Drive","Rohnert Park",CA,California,94928,US,"United States",707-206-2124,1,Vaughn,12/10/1951,67,550-25-1857,"Clinical manager","Superior Appraisals",B+,189.6,86.2,"5' 1""",155
4992,female,American,Mrs.,Twyla,E,Christensen,"4236 Oxford Court",Jackson,MS,Mississippi,39213,US,"United States",662-230-2354,1,Shook,1/9/1940,79,427-25-1008,"County court judge","Nelson Brothers",O-,132.4,60.2,"5' 1""",155
4993,female,American,Ms.,Penny,J,Daniels,"4168 Lynch Street","New Berlin",WI,Wisconsin,53151,US,"United States",920-910-7144,1,Greer,11/21/1936,82,398-64-5914,"Aircraft rigging assembler","Body Fate",A+,152.0,69.1,"5' 6""",168
4994,male,American,Mr.,Derek,D,Deen,"4560 Reppert Coal Road",Southfield,MI,Michigan,48034,US,"United States",586-928-0006,1,Shull,8/4/1955,64,369-44-7244,"Systems administrator","Hamady Bros. Supermarkets",O-,203.7,92.6,"5' 7""",170
4995,female,American,Ms.,Tiffani,B,McLean,"1712 Meadowcrest Lane",Lexington,KY,Kentucky,40507,US,"United States",606-504-6998,1,Hill,6/5/1969,50,401-54-9300,"Life Guard","Zephyr Investments",B+,148.1,67.3,"5' 4""",162
4996,female,American,Mrs.,Linda,R,Townsend,"2333 Peck Street",Nashua,NH,"New Hampshire",03061,US,"United States",603-889-9147,1,Hirsch,3/13/1949,70,003-98-5820,"INS agent","Thrift Auto Parts",O+,205.9,93.6,"5' 6""",167
4997,female,American,Ms.,Ina,L,Nunez,"3772 Webster Street",Metuchen,NJ,"New Jersey",08840,US,"United States",732-632-1244,1,James,4/27/1962,57,156-56-3477,"Prosthetics technician","Lindsley's Lumber",O+,173.4,78.8,"5' 6""",167
4998,female,American,Mrs.,Gladys,C,Knight,"4537 Joy Lane",Burbank,CA,California,91502,US,"United States",818-567-2078,1,Parker,12/24/1943,75,547-13-1690,"Tow truck dispatcher","Paul Harris",B+,117.3,53.3,"5' 2""",158
4999,female,American,Ms.,Shawna,J,Dang,"1849 Wilson Avenue",Richardson,TX,Texas,75081,US,"United States",972-512-3684,1,Hang,1/31/1989,30,628-56-3102,"Home health nurse","Newmark & Lewis",B+,125.8,57.2,"5' 1""",154
5000,female,American,Ms.,Joanne,F,Owens,"4026 Harley Brook Lane",Altoona,PA,Pennsylvania,16601,US,"United States",814-567-8563,1,Granger,6/27/1998,21,190-64-5212,"Dental laboratory technician","Federated Group",A+,203.9,92.7,"5' 3""",160
5001,female,American,Ms.,Jacquline,A,Rose,"4523 Hide A Way Road","Santa Clara",CA,California,95050,US,"United States",408-210-4287,1,Snell,1/8/1942,77,621-11-3522,"Flight engineer","Monk House Maker",O+,163.5,74.3,"5' 4""",163
5002,female,American,Ms.,Cynthia,R,Gonzalez,"546 Hill Croft Farm Road","South Tahoe",CA,California,95705,US,"United States",530-544-4027,1,Carr,4/30/1997,22,552-38-2895,"Petroleum geologist","Total Sources",O+,217.8,99.0,"5' 6""",167
5003,female,American,Dr.,Julia,W,Dawson,"2992 Hickory Lane",Washington,DC,"Washington DC",20024,US,"United States",202-472-3179,1,Jackson,1/26/1960,59,577-44-8016,"Broadcast and sound engineering technician",Intelacard,O+,160.6,73.0,"5' 6""",167
5004,female,American,Mrs.,Christine,V,Flores,"1977 Chatham Way",Gaithersburg,MD,Maryland,20877,US,"United States",240-683-6310,1,Blevins,2/16/1991,28,219-22-6747,"Groundskeeping worker","Laura Ashley Mother & Child",O+,206.8,94.0,"5' 7""",171
5005,female,American,Ms.,Gail,F,Cash,"3870 Smithfield Avenue",Tahoka,TX,Texas,79373,US,"United States",806-759-8578,1,Ochs,5/19/1948,71,642-38-1719,"Construction equipment technician","Weenie Beenie",B+,154.9,70.4,"5' 7""",169
5006,female,American,Mrs.,Belinda,R,Slaughter,"1567 Gandy Street",Adams,NY,"New York",13605,US,"United States",315-232-0992,1,Cruz,7/27/1966,53,106-07-3296,"Gas appliance repairer",CompuAdd,A+,185.9,84.5,"5' 3""",160
5007,female,American,Ms.,Yolando,R,Rothermel,"1647 Saint James Drive",Harrisburg,PA,Pennsylvania,17101,US,"United States",717-538-5324,1,Hicks,10/6/1999,19,174-36-5523,"Pesticide sprayer","Carter's Foods",B+,194.0,88.2,"5' 8""",172
5008,female,American,Ms.,Claire,J,Garrett,"2623 Paul Wayne Haggerty Road","New Orleans",LA,Louisiana,70112,US,"United States",504-523-7658,1,Joe,7/7/1962,57,663-07-6289,"Financial services sales agent","First Rate Choice",B+,207.5,94.3,"5' 5""",165
5009,female,American,Ms.,Debbie,M,Elliott,"1205 University Hill Road",Nokomis,IL,Illinois,62075,US,"United States",217-563-5245,1,Lee,3/25/1987,32,339-48-8803,"Video camera operator",Kleinhans,A+,212.3,96.5,"5' 1""",155
5010,female,American,Mrs.,Robin,J,Durr,"4536 Abner Road","Stevens Point",WI,Wisconsin,54481,US,"United States",715-345-2103,1,Mitchell,8/26/1934,84,393-46-7690,"Payroll specialist","Rhodes Furniture",AB+,173.1,78.7,"5' 5""",164
5011,female,American,Ms.,Carrie,E,Baker,"2838 Rockwell Lane","Elizabeth City",NC,"North Carolina",27909,US,"United States",252-596-8284,1,Worthington,5/16/1963,56,243-20-6300,"U.S. deputy marshal","Red Food",O+,158.0,71.8,"5' 0""",152
5012,female,American,Ms.,Mary,R,Robles,"1174 Sherwood Circle",Lafayette,LA,Louisiana,70501,US,"United States",337-266-3464,1,Williams,10/30/1961,57,661-01-4617,Lifeguard,"Steak and Ale",O+,142.8,64.9,"5' 1""",155
5013,female,American,Mrs.,Delores,T,Tillman,"653 Seneca Drive",Portland,OR,Oregon,97204,US,"United States",503-878-8264,1,Schofield,2/28/1951,68,541-11-8562,Courier,"House Of Denmark",O+,214.7,97.6,"5' 3""",161
5014,female,American,Ms.,Mary,B,Flores,"2830 Hall Place",Tyler,TX,Texas,75757,US,"United States",903-730-6270,1,Serrano,1/24/1964,55,454-27-6756,"Art director",Finast,B+,114.6,52.1,"5' 8""",172
5015,female,American,Mrs.,Cora,A,Wiley,"4435 Glenwood Avenue",Cleveland,OH,Ohio,44111,US,"United States",216-257-6210,1,Padilla,8/30/1948,70,269-34-2907,Epidemiologist,"Funtown toys",A+,190.3,86.5,"5' 7""",171
5016,female,American,Ms.,Gertrude,A,Smith,"4692 Dye Street",Phoenix,AZ,Arizona,85034,US,"United States",480-818-2110,1,Simmons,4/24/1978,41,526-09-9906,"Lathe and turning machine tool tender","The Warner Brothers Store",A-,187.2,85.1,"5' 1""",155
5017,female,American,Ms.,Eva,D,Boltz,"923 Post Avenue",Mahnomen,MN,Minnesota,56557,US,"United States",218-936-7412,1,Anderson,5/27/1972,47,470-25-6382,"Event planner","Good Guys",A+,213.4,97.0,"5' 7""",169
5018,female,American,Mrs.,Camilla,R,Coleman,"496 Gerald L. Bates Drive",Cambridge,MA,Massachusetts,02141,US,"United States",617-765-3787,1,Wright,4/18/1967,52,018-58-6335,"Freight, stock, and material mover","Pacific Stereo",O+,152.0,69.1,"5' 8""",173
5019,female,American,Mrs.,Joyce,J,Robinson,"4665 Hall Place",Palestine,TX,Texas,12345,US,"United States",903-723-2758,1,Smith,5/24/1984,35,452-74-4232,"Cargo and freight agent","Consumers Food and Drug",O+,165.0,75.0,"5' 5""",164
5020,female,American,Ms.,Barbara,Q,Herman,"1378 Brooklyn Street",Eugene,OR,Oregon,97401,US,"United States",541-248-4033,1,Littrell,7/19/1986,33,543-47-4397,"Credit clerk","Omni Tech Solutions",O+,189.2,86.0,"5' 1""",156
5021,female,American,Ms.,Angela,J,Hiltz,"4618 Bottom Lane",Williamsville,NY,"New York",14221,US,"United States",716-730-5799,1,Pate,12/23/1988,30,050-66-0058,"Prepress worker",Veramons,O+,197.8,89.9,"5' 3""",160
5022,female,American,Mrs.,Pamela,A,Matthew,"425 Lucky Duck Drive",Bridgeville,PA,Pennsylvania,15017,US,"United States",412-906-9823,1,Westerman,7/11/1954,65,189-66-2439,"Amusement machine servicer","The Royal Canadian Pancake Houses",O+,193.6,88.0,"5' 6""",168
5023,female,American,Mrs.,Samantha,V,Booker,"1764 Libby Street",Burbank,CA,California,91505,US,"United States",310-293-0692,1,Martin,2/6/1986,33,620-11-6544,"Administrative lead",StopGrey,A+,130.0,59.1,"5' 9""",175
5024,female,American,Mrs.,Teresa,R,Council,"2667 Arthur Avenue",Freeport,IL,Illinois,61032,US,"United States",815-809-5604,1,Moynihan,6/28/1977,42,343-24-2735,"Title searcher",Chandler's,B+,223.7,101.7,"5' 1""",154
5025,female,American,Mrs.,Margaret,J,Butcher,"1410 Glen Falls Road","Plymouth Meeting",PA,Pennsylvania,19462,US,"United States",215-840-0629,1,Castaneda,6/24/1948,71,170-05-9406,"Ambulance driver","Maloley's Finer Foods",A+,169.8,77.2,"5' 1""",155
5026,female,American,Mrs.,Debra,L,Ralston,"1274 Carolina Avenue",Brownsville,TX,Texas,78520,US,"United States",956-986-3407,1,Trimble,8/11/1963,56,633-10-9629,Econometrician,"Formula Grey",A+,213.4,97.0,"5' 3""",160
5027,female,American,Ms.,Karen,J,Welsh,"3603 Lighthouse Drive",Sparta,MO,Missouri,65753,US,"United States",417-278-8057,1,McHugh,5/21/1999,20,488-82-4202,Econometrician,"Specialty Restaurant Group",O+,138.8,63.1,"5' 0""",152
5028,female,American,Mrs.,Jamie,J,Lee,"4218 Patterson Road",Bronx,NY,"New York",10463,US,"United States",718-884-5612,1,Barbeau,8/14/1985,34,108-92-8136,Housekeeper,"Sew-Fro Fabrics",O-,171.6,78.0,"5' 4""",162
5029,female,American,Ms.,Stacy,M,Sullivan,"1483 Turkey Pen Road","New York",NY,"New York",10038,US,"United States",917-266-9808,1,Godfrey,8/25/1949,69,107-01-6132,"Job training specialist",Maxi-Tech,B+,161.7,73.5,"5' 0""",152
5030,female,American,Mrs.,Geraldine,C,Irish,"1902 Wilson Avenue",Plano,TX,Texas,75074,US,"United States",972-500-3535,1,Thomas,6/27/1985,34,465-88-3091,"Quality auditor","Universal Design Partners",B+,178.2,81.0,"5' 1""",156
5031,female,American,Ms.,Katie,D,Nuckols,"3766 Pearcy Avenue",Brookfield,WI,Wisconsin,53005,US,"United States",262-224-9310,1,Singh,12/29/1954,64,390-24-5693,Rancher,Pomeroy's,O+,141.7,64.4,"5' 2""",158
5032,female,American,Mrs.,Penny,J,Albright,"562 Spring Haven Trail","East Orange",NJ,"New Jersey",07017,US,"United States",973-678-8219,1,Harris,2/3/1968,51,154-28-0697,"Hotel detective","The Sample",O+,219.8,99.9,"5' 1""",154
5033,female,American,Mrs.,Viola,M,Cantu,"1144 James Street",Rochester,NY,"New York",14604,US,"United States",585-576-5840,1,Gagliano,10/19/1936,82,070-46-5268,"Water transportation master","Pay'N Takeit",A-,139.7,63.5,"4' 11""",150
5034,female,American,Ms.,Jennifer,M,Roberts,"1835 Straford Park",Harold,KY,Kentucky,41635,US,"United States",606-569-2393,1,Reyes,4/27/1938,81,406-66-5623,"Military occupation",Hill-Behan,B+,115.3,52.4,"5' 1""",154
5035,female,American,Ms.,Cathy,W,Houser,"167 Sycamore Circle",Atlanta,GA,Georgia,30342,US,"United States",678-998-4844,1,Smith,8/10/1950,69,255-41-3033,"Inside wire installer","Champion Auto",O+,163.9,74.5,"5' 2""",158
5036,female,American,Ms.,Jane,W,Evans,"1949 Clair Street",Temple,TX,Texas,76501,US,"United States",254-724-6089,1,Jordan,7/9/1992,27,466-05-6645,"Asphalt paving machine operator",Chargepal,O+,135.5,61.6,"5' 1""",154
5037,female,American,Mrs.,Laurie,G,Garcia,"2617 Tree Frog Lane","Lee S Summit",MO,Missouri,64063,US,"United States",816-537-5036,1,Browner,8/17/1967,52,492-18-9705,"Corporate investigator","Auto Works",A+,187.4,85.2,"5' 6""",168
5038,female,American,Mrs.,Florence,M,Sorenson,"636 Hardman Road",Burlington,VT,Vermont,05401,US,"United States",802-863-2287,1,Akins,9/27/1939,79,008-32-9886,"Load dispatcher","Multi Tech Development",O-,195.4,88.8,"5' 1""",155
5039,female,American,Mrs.,Linda,G,Mateo,"1453 Fincham Road","Los Angeles",CA,California,90014,US,"United States",760-494-7060,1,Allen,4/8/1989,30,549-75-1931,"Industrial accountant","Fradkin Brothers Furniture",B+,185.2,84.2,"5' 9""",175
5040,female,American,Ms.,Dianna,K,Dell,"1893 Par Drive","Los Angeles",CA,California,90017,US,"United States",805-814-6443,1,Castillo,2/2/1956,63,567-34-0691,"Internet developer","Foot Quarters",O+,197.6,89.8,"5' 0""",153
5041,female,American,Mrs.,Bessie,D,Woodruff,"4493 Sherwood Circle",Lafayette,LA,Louisiana,70501,US,"United States",337-233-6864,1,Blankenship,8/15/1940,79,665-07-9224,"Respiratory therapist",Capitalcorp,O+,113.7,51.7,"5' 2""",157
5042,female,American,Mrs.,Kari,F,Jarman,"3295 Tea Berry Lane","Green Bay",WI,Wisconsin,54303,US,"United States",715-851-4656,1,Clements,5/25/1956,63,398-72-2630,"Ultrasound technologist","Rose Records",O+,182.6,83.0,"5' 2""",158
5043,female,American,Ms.,Andrea,P,Christensen,"966 Colonial Drive",Houston,TX,Texas,77006,US,"United States",979-844-7955,1,Steiner,6/18/1949,70,460-88-8359,"Security officer",Multicerv,O+,150.7,68.5,"4' 11""",151
5044,female,American,Mrs.,Norma,D,Edwards,"3139 Turnpike Drive",Gadsden,AL,Alabama,35901,US,"United States",256-364-9291,1,Nugent,2/8/1943,76,420-14-6283,"Employment clerk","Buena Vista Garden Maintenance",B+,218.2,99.2,"4' 11""",151
5045,female,American,Ms.,Patti,J,Justus,"1671 Owen Lane","Traverse City",MI,Michigan,49686,US,"United States",231-970-3895,1,Anthony,11/14/1942,76,368-40-9848,"Lease driver","Larry's Markets",O+,189.6,86.2,"5' 4""",162
5046,female,American,Ms.,Ashley,H,Johnson,"82 Bryan Avenue",Eagan,MN,Minnesota,55121,US,"United States",651-399-1363,1,Snider,12/26/1997,21,470-94-7267,"Admitting interviewer",Wellby,O+,163.5,74.3,"5' 3""",159
5047,female,American,Mrs.,Nancy,A,Prince,"4908 Ferry Street",Huntsville,AL,Alabama,35816,US,"United States",256-684-1798,1,Haase,11/13/1973,45,424-48-1978,"Interior designer",Protean,A-,194.7,88.5,"5' 3""",160
5048,female,American,Ms.,Debra,J,Byrne,"4203 Wood Street",Houma,LA,Louisiana,70360,US,"United States",985-876-4473,1,Adams,1/8/1934,85,437-75-0746,"Life Guard","K's Merchandise",O+,126.9,57.7,"5' 0""",153
5049,female,American,Mrs.,Anna,R,Rall,"4929 Taylor Street","West Nyack",NY,"New York",10994,US,"United States",914-714-9951,1,Capps,9/25/1965,53,129-40-6229,"Clinical dietitian",Hastings,O+,132.0,60.0,"5' 5""",165
5050,female,American,Mrs.,Kate,J,Donis,"4564 Pride Avenue","New York",NY,"New York",10014,US,"United States",718-304-7450,1,Runner,12/1/1958,60,127-46-0421,"Marine surveyor","Gas Legion",B+,136.4,62.0,"5' 1""",154
5051,female,American,Ms.,Lisa,T,Clay,"1270 Lighthouse Drive",Springfield,MO,Missouri,65806,US,"United States",417-353-8278,1,Ginsberg,12/24/1961,57,496-66-8871,"Foreign language interpreter","Miller & Rhoads",B+,133.8,60.8,"5' 1""",155
5052,female,American,Mrs.,Mazie,T,Shipman,"3948 McKinley Avenue",Denver,CO,Colorado,80209,US,"United States",303-777-0141,1,Koch,1/1/1982,37,653-24-1537,"Payroll clerk",Edwards,O+,135.3,61.5,"5' 4""",162
5053,female,American,Mrs.,Mildred,D,Ortega,"4951 Blane Street",Stlouis,MO,Missouri,63101,US,"United States",314-541-8047,1,Hollis,6/3/1968,51,492-78-5220,"Locker room attendant","Thrift Auto Parts",O+,217.6,98.9,"5' 7""",169
5054,female,American,Ms.,Sandra,M,Wheeler,"67 McDonald Avenue",Orlando,FL,Florida,32805,US,"United States",407-913-8356,1,Moses,5/31/1985,34,593-06-5846,"Computer systems software engineer","Burger Chef",A+,120.1,54.6,"5' 2""",157
5055,female,American,Mrs.,Laura,N,Chapman,"3677 Centennial Farm Road",Manilla,IA,Iowa,51454,US,"United States",712-654-4512,1,Dresser,4/30/1940,79,482-46-2872,"Glass repairer","Gamma Realty",A+,182.6,83.0,"5' 4""",163
5056,female,American,Ms.,June,D,Young,"2698 Tavern Place",Charleston,WV,"West Virginia",25301,US,"United States",304-204-5876,1,Newkirk,2/15/1988,31,235-98-5405,Telemarketer,"Xray Eye & Vision Clinics",O+,136.6,62.1,"5' 4""",162
5057,female,American,Mrs.,Sharon,R,Wheeler,"1162 Spring Haven Trail",Haledon,NJ,"New Jersey",07508,US,"United States",973-720-1694,1,Boyd,7/10/1966,53,158-30-5155,"Short haul or local truck driver","Afforda Merchant Services",A+,215.6,98.0,"5' 1""",155
5058,female,American,Mrs.,Roxann,T,Sherman,"4678 Timbercrest Road",Klawock,AK,Alaska,99925,US,"United States",907-755-3993,1,McGee,5/24/1953,66,574-12-4350,"Gastroenterology nurse","Mission Realty",A+,147.6,67.1,"5' 3""",159
5059,female,American,Ms.,Jamie,R,Lewis,"3523 James Martin Circle",Westerville,OH,Ohio,43081,US,"United States",614-402-3488,1,Melton,2/17/1983,36,300-04-1999,"Escort interpreter",Ejecta,AB+,223.1,101.4,"5' 3""",159
5060,female,American,Dr.,Graciela,A,Knapp,"2301 Cityview Drive",Glenolden,PA,Pennsylvania,19036,US,"United States",610-461-7686,1,Valentine,7/24/1942,77,186-80-0976,Broker,"Coffey's Market",O+,161.9,73.6,"5' 1""",154
5061,female,American,Ms.,Beverly,M,Calvert,"458 Half and Half Drive",Huron,CA,California,93234,US,"United States",559-945-7636,1,Howard,12/2/1991,27,560-38-7276,"Diesel engine specialist","Good Times",A+,168.1,76.4,"5' 5""",166
5062,female,American,Mrs.,Melinda,R,Armstrong,"4910 Court Street",Olivette,MO,Missouri,63132,US,"United States",636-674-7701,1,Johnson,10/11/1964,54,497-48-9412,"Material recording","Endicott Johnson",A-,122.8,55.8,"5' 1""",155
5063,female,American,Mrs.,Tammy,R,Cunningham,"1986 Sycamore Street","San Jose",CA,California,95136,US,"United States",408-972-3494,1,Alvarez,6/13/1947,72,609-52-6924,"Staff development director","John M. Smyth's Homemakers",A+,112.2,51.0,"5' 3""",161
5064,female,American,Mrs.,Nannie,W,Schultz,"1319 Tator Patch Road",Chicago,IL,Illinois,60606,US,"United States",312-849-6009,1,Veal,7/10/1994,25,349-01-3614,"Refractory materials repairer","P. Samuels Men's Clothiers",O+,217.1,98.7,"5' 5""",164
5065,female,American,Ms.,Velma,T,Morrison,"3673 Clay Lick Road",Aurora,CO,Colorado,80014,US,"United States",720-596-0094,1,Graham,8/4/1964,55,521-64-7257,"Practical nurses","Knockout Kickboxing",O+,220.9,100.4,"5' 4""",162
5066,female,American,Ms.,Sarah,M,Lee,"3429 Duck Creek Road","San Francisco",CA,California,94108,US,"United States",650-796-8590,1,Wright,10/20/1967,51,606-92-7039,"News vendor","Lone Wolf Wealth Planning",A-,152.2,69.2,"5' 6""",167
5067,female,American,Mrs.,Rosemary,G,Johnstone,"1408 Highland View Drive",Sacramento,CA,California,95826,US,"United States",916-690-8013,1,Eldridge,11/25/1975,43,565-38-2717,"Tire builder","Egghead Software",B+,162.1,73.7,"5' 7""",169
5068,female,American,Ms.,Jacqueline,J,Carr,"420 Fancher Drive",Dallas,TX,Texas,75247,US,"United States",214-279-5543,1,Grace,7/19/1969,50,455-23-5841,"Aeronautical engineer",MagnaSolution,A+,119.5,54.3,"5' 3""",159
5069,female,American,Mrs.,Laurie,J,Thomas,"2859 Willis Avenue","Lake Butler",FL,Florida,32054,US,"United States",386-496-0044,1,Hollis,4/16/1948,71,589-74-4254,"Railroad signal operator","Pro-Care Garden Maintenance",O+,108.9,49.5,"5' 1""",154
5070,female,American,Mrs.,Catherine,R,Lebron,"3524 Romrog Way",Kimball,NE,Nebraska,69145,US,"United States",308-235-2855,1,Kuntz,3/25/1997,22,505-46-0996,"Die maker","Gart Sports",A+,214.5,97.5,"5' 1""",156
5071,female,American,Dr.,Diann,J,Merwin,"963 Hanover Street","New York",NY,"New York",10013,US,"United States",917-699-4043,1,Stewart,5/1/1953,66,073-03-5856,"Children's librarian","La Petite Boulangerie",B+,136.2,61.9,"5' 3""",160
5072,female,American,Mrs.,Rachael,J,Marvel,"4529 Worthington Drive",Plano,TX,Texas,75075,US,"United States",972-612-9425,1,Le,3/19/1992,27,457-32-4868,"Pile driver operator","Odyssey Records & Tapes",B+,159.7,72.6,"5' 3""",159
5073,female,American,Mrs.,Janet,C,Hug,"3853 Keyser Ridge Road",Elkin,NC,"North Carolina",28621,US,"United States",336-526-5000,1,Renner,7/18/1939,80,241-89-2015,"University dean","Red Baron Electronics",A+,228.4,103.8,"5' 7""",169
5074,female,American,Mrs.,Mayra,S,Beck,"890 Pearlman Avenue","North Chelmsford",MA,Massachusetts,01863,US,"United States",978-251-3417,1,Kendrick,9/8/1966,52,030-10-3807,"Coil winder",Sambo's,AB+,222.9,101.3,"5' 0""",153
5075,female,American,Ms.,Sheila,J,Hamm,"4532 Main Street",Lynnwood,WA,Washington,98036,US,"United States",425-744-8515,1,Mason,12/21/1965,53,539-94-5976,Taper,"Highland Appliance",O+,221.3,100.6,"5' 7""",171
5076,female,American,Ms.,Denise,R,Parker,"2252 Grove Street",Huntington,NY,"New York",11743,US,"United States",631-760-5014,1,Marshall,3/20/1941,78,073-64-9600,"Adult literacy teacher","Buena Vista Garden Maintenance",A+,186.8,84.9,"5' 7""",170
5077,female,American,Mrs.,Rita,C,Moses,"1971 Huntz Lane",Manchester,MA,Massachusetts,01944,US,"United States",978-526-3092,1,Bourke,3/8/1990,29,011-86-3160,"Brace maker",Edwards,A+,207.5,94.3,"5' 6""",168
5078,female,American,Ms.,Teresa,B,Barnes,"2695 Bungalow Road",Rosalie,NE,Nebraska,68055,US,"United States",402-863-0643,1,Bullard,7/12/1946,73,507-96-6074,"Film processing technician","Superior Appraisals",O+,136.6,62.1,"5' 3""",159
5079,female,American,Ms.,Debbie,W,Kaye,"3226 Goff Avenue",Galien,MI,Michigan,49113,US,"United States",269-545-2191,1,Washburn,10/27/1933,85,370-08-9528,"EEO representative","Mode O'Day",O+,128.3,58.3,"5' 7""",169
5080,female,American,Mrs.,Belinda,S,Smith,"4936 Paradise Lane",Walnut,CA,California,91789,US,"United States",909-614-3142,1,Garner,12/11/1983,35,605-22-9616,"Job service specialist","Glicks Furniture",A+,156.6,71.2,"5' 8""",172
5081,female,American,Mrs.,Dorothy,W,Kinder,"1826 Abia Martin Drive",Patchogue,NY,"New York",11772,US,"United States",631-475-4252,1,Sena,6/15/1983,36,075-80-0260,"Surfacing equipment operator",Finast,O+,147.6,67.1,"5' 7""",170
